timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,
1.52308E+15,0,1,14,10,-18,-5,1,16,19
1.52308E+15,-6,-10,6,6,19,8,-3,-24,-4
1.52308E+15,6,10,-14,-68,-119,-6,1,6,-184
1.52308E+15,-32,-21,-5,22,-37,-18,-24,-105,-220
1.52308E+15,25,17,-22,13,6,-14,-1,86,110
1.52308E+15,31,12,-6,-65,-71,8,25,6,-60
1.52308E+15,10,5,3,32,101,13,-3,-43,118
1.52308E+15,22,13,-1,-17,-52,4,12,13,-6
1.52308E+15,-34,-24,0,13,-13,-22,-35,-91,-206
1.52308E+15,-18,2,14,23,35,56,20,-10,122
1.52308E+15,-7,-8,-1,-13,7,-91,-21,33,-101
1.52308E+15,-9,-9,10,10,-34,19,19,4,10
1.52308E+15,12,5,-20,-3,50,20,14,22,100
1.52308E+15,-1,3,21,1,57,-9,-9,7,70
1.52308E+15,-12,-11,-4,41,68,-48,-25,-19,-10
1.52308E+15,7,-6,-23,-26,3,55,17,27,54
1.52308E+15,11,3,-12,-21,-47,-26,-9,8,-93
1.52308E+15,-14,7,24,12,15,-63,-33,-28,-80
1.52308E+15,4,4,13,-39,1,46,40,7,76
1.52308E+15,9,2,-21,-62,-62,-64,-13,19,-192
1.52308E+15,-33,-15,5,18,41,37,18,-43,28
1.52308E+15,-19,-30,-57,45,29,-20,-33,-110,-195
1.52308E+15,90,61,-22,25,-117,-12,5,103,133
1.52308E+15,-12,0,70,-13,79,9,1,-60,74
1.52308E+15,-12,3,13,-16,-34,-27,4,-42,-111
1.52308E+15,-37,13,-2,33,15,18,5,-49,-4
1.52308E+15,-23,-26,22,-16,-15,26,-1,-20,-53
1.52308E+15,1,2,-41,-3,-30,5,10,40,-16
1.52308E+15,-13,4,31,11,73,-100,-36,-11,-41
1.52308E+15,26,-4,-3,11,-54,114,91,46,227
1.52308E+15,-16,-6,-24,-58,-70,-71,-39,-22,-306
1.52308E+15,12,11,1,20,44,-27,-5,8,64
1.52308E+15,-4,-10,-2,-8,-27,-43,-17,-8,-119
1.52308E+15,12,6,8,5,24,31,23,37,146
1.52308E+15,-4,-14,0,7,110,66,14,1,180
1.52308E+15,-12,0,5,-1,-91,-14,-8,-17,-138
1.52308E+15,12,3,-15,-9,-28,-23,-6,20,-46
1.52308E+15,12,-8,-30,-6,-59,-31,-11,12,-121
1.52308E+15,-14,2,49,67,105,121,48,-10,368
1.52308E+15,-7,-1,10,-18,-72,-45,-17,0,-150
1.52308E+15,15,-2,-19,-20,72,23,1,5,75
1.52308E+15,-16,-3,8,-15,-37,-32,-28,-13,-136
1.52308E+15,-18,-16,-19,13,9,-13,-6,-21,-71
1.52308E+15,14,4,-25,6,127,39,8,17,190
1.52308E+15,18,6,37,-3,-128,7,21,22,-20
1.52308E+15,-17,-11,-6,4,27,-28,-20,-19,-70
1.52308E+15,-15,-7,-7,27,-12,-8,-17,-17,-56
1.52308E+15,11,5,4,1,-61,11,5,5,-19
1.52308E+15,13,9,-16,-7,-30,-40,12,8,-51
1.52308E+15,-3,0,15,16,127,77,-1,-2,229
1.52308E+15,6,-1,10,8,-66,-42,-9,-1,-95
1.52308E+15,-11,-11,-23,-15,-89,50,12,4,-83
1.52308E+15,-6,-2,-5,-7,104,0,-3,-5,76
1.52308E+15,6,1,0,-9,-122,-51,-3,8,-170
1.52308E+15,-8,-12,-17,12,-7,-49,-15,-8,-104
1.52308E+15,2,6,11,13,104,0,0,2,138
1.52308E+15,-1,-1,6,-21,-106,77,12,-5,-39
1.52308E+15,-2,-3,4,9,127,-38,-13,-1,83
1.52308E+15,1,-1,-11,-22,-116,-10,-3,-1,-163
1.52308E+15,-1,-2,-12,-1,-38,-31,-8,-3,-96
1.52308E+15,2,-1,-2,6,-28,7,-1,0,-17
1.52308E+15,-3,9,2,-13,-11,43,1,1,29
1.52308E+15,0,-5,-3,12,-96,-9,14,2,-85
1.52308E+15,3,15,21,20,51,-21,-14,-10,65
1.52308E+15,14,-10,-17,-11,-101,57,38,20,-10
1.52308E+15,-15,-10,-4,-14,-80,-91,-30,-13,-257
1.52308E+15,3,-1,3,2,-42,65,9,8,47
1.52308E+15,11,4,0,-30,75,-20,11,4,55
1.52308E+15,-3,2,-1,-6,-14,-8,-14,-15,-59
1.52308E+15,-1,0,3,-3,-35,-21,1,0,-56
1.52308E+15,7,2,-4,-36,-17,-17,-4,3,-66
1.52308E+15,-10,-27,-2,21,-44,22,3,4,-33
1.52308E+15,7,12,0,32,70,-19,1,14,117
1.52308E+15,-27,9,0,-36,-87,-51,-17,-24,-233
1.52308E+15,16,5,-8,-20,101,8,-5,-8,89
1.52308E+15,-9,7,4,-9,13,25,-3,-10,18
1.52308E+15,-15,-28,-2,26,-52,19,13,10,-29
1.52308E+15,19,-30,-21,-39,-20,-18,5,18,-86
1.52308E+15,5,29,-24,38,30,-16,-6,3,59
1.52308E+15,5,1,0,-31,-128,-10,-7,0,-170
1.52308E+15,-2,13,64,41,31,31,-5,-10,163
1.52308E+15,-7,-10,12,11,78,27,10,4,125
1.52308E+15,-10,-15,2,-4,53,-7,3,-5,17
1.52308E+15,7,7,-42,-18,1,-34,-18,2,-95
1.52308E+15,-5,-8,-14,-3,45,20,20,3,58
1.52308E+15,13,7,9,-4,-13,15,19,6,52
1.52308E+15,-9,-4,6,45,23,-21,-17,-10,13
1.52308E+15,4,1,4,14,-29,12,11,11,28
1.52308E+15,-6,0,-19,-53,7,-8,-17,-10,-106
1.52308E+15,7,1,-14,-19,-33,7,-3,5,-49
1.52308E+15,-5,-8,-7,-1,-120,-9,-1,-1,-152
1.52308E+15,-6,-3,17,-3,29,-8,1,1,28
1.52308E+15,1,-15,-4,36,-44,-22,-24,-12,-84
1.52308E+15,0,-4,-19,10,98,21,10,7,123
1.52308E+15,6,7,13,13,-5,16,-23,-1,26
1.52308E+15,-5,-6,-16,-30,-19,-25,37,-2,-66
1.52308E+15,8,16,-2,-24,17,-2,-10,2,5
1.52308E+15,-2,-4,8,16,-47,2,-4,-2,-33
1.52308E+15,7,-7,36,-34,-19,-40,-20,-17,-94
1.52308E+15,-19,7,-4,38,80,92,25,1,220
1.52308E+15,-1,-1,-9,-23,-38,-22,1,-2,-95
1.52308E+15,2,3,-8,2,28,-2,-11,-3,11
1.52308E+15,-11,-15,-29,-5,-85,-22,7,-3,-163
1.52308E+15,15,2,7,-21,10,1,11,12,37
1.52308E+15,-10,-3,0,32,32,-11,-5,-5,30
1.52308E+15,-5,1,2,-14,6,-6,-13,-8,-37
1.52308E+15,-1,4,0,-20,-38,-58,-30,-1,-144
1.52308E+15,3,-5,4,21,12,75,45,2,157
1.52308E+15,-2,1,-21,-26,-48,-35,-13,-3,-147
1.52308E+15,4,8,18,6,20,-18,-8,-7,23
1.52308E+15,-4,-5,5,-12,-27,-4,1,3,-43
1.52308E+15,8,-6,-2,14,-37,-22,-29,-4,-78
1.52308E+15,-9,-6,-14,-12,72,33,20,-7,77
1.52308E+15,-6,7,16,39,-31,0,-9,-8,8
1.52308E+15,-4,-9,2,9,127,56,25,3,209
1.52308E+15,22,9,-6,-36,-67,-60,-39,-36,-213
1.52308E+15,5,24,4,-19,50,60,32,4,160
1.52308E+15,-62,-22,16,57,32,4,-15,-42,-32
1.52308E+15,26,-39,-53,-10,15,8,13,-17,-57
1.52308E+15,-4,58,22,-19,-66,-37,-5,95,44
1.52308E+15,-7,-12,24,-3,96,-15,-12,-17,54
1.52308E+15,10,12,-2,-39,-128,2,12,9,-124
1.52308E+15,-33,-16,-24,56,74,36,0,-91,2
1.52308E+15,34,-62,-22,-8,23,-10,-16,-1,-62
1.52308E+15,16,34,20,-20,-72,-29,-1,51,-1
1.52308E+15,3,13,5,-20,12,15,9,0,37
1.52308E+15,-5,-2,-6,-64,-1,-33,4,10,-97
1.52308E+15,-32,-14,-4,63,26,-8,-19,-58,-46
1.52308E+15,-12,-20,-20,8,5,-3,-10,-10,-62
1.52308E+15,15,-9,4,3,85,-6,-1,8,99
1.52308E+15,-5,24,34,16,37,28,4,11,149
1.52308E+15,-16,-6,-30,-63,-76,-45,-12,-11,-259
1.52308E+15,4,-23,3,38,92,1,-10,-22,83
1.52308E+15,18,3,-30,-44,-114,-2,15,37,-117
1.52308E+15,-40,17,23,6,28,7,-4,-15,22
1.52308E+15,2,-22,2,10,42,10,-5,-64,-25
1.52308E+15,51,23,0,-4,10,-15,7,84,156
1.52308E+15,-1,7,13,19,29,0,-14,-17,36
1.52308E+15,21,-8,-31,-31,-79,21,30,41,-36
1.52308E+15,-25,7,0,8,35,-5,-7,-22,-9
1.52308E+15,-26,-23,-2,18,-58,-17,-13,-65,-186
1.52308E+15,12,-11,-10,16,54,5,0,8,74
1.52308E+15,6,38,42,46,-26,5,-1,22,132
1.52308E+15,-6,3,10,46,57,4,-3,-13,98
1.52308E+15,1,-3,-23,14,-73,-3,3,6,-78
1.52308E+15,-3,-3,-31,-15,-63,-10,-3,7,-121
1.52308E+15,-1,-24,-59,16,18,6,3,-3,-44
1.52308E+15,23,12,49,-15,-28,-23,-1,17,34
1.52308E+15,-21,12,53,-19,23,13,0,2,63
1.52308E+15,-2,-17,-14,-24,6,29,10,-8,-20
1.52308E+15,3,4,-12,-33,36,-20,-5,-9,-36
1.52308E+15,-8,1,-19,35,-29,-16,-22,11,-47
1.52308E+15,5,-9,-33,8,-11,0,19,4,-17
1.52308E+15,3,6,19,-2,25,-8,0,-10,33
1.52308E+15,10,18,37,17,4,-9,-3,20,94
1.52308E+15,-4,1,-4,15,115,13,3,13,152
1.52308E+15,-11,-13,-7,-6,-92,-22,-17,-25,-193
1.52308E+15,2,15,-20,31,-66,13,3,4,-18
1.52308E+15,4,-16,11,16,113,13,6,13,160
1.52308E+15,-9,-12,-13,-58,-81,-3,-4,-1,-181
1.52308E+15,-4,1,1,-49,-107,-23,-7,-15,-203
1.52308E+15,-4,-9,-2,30,75,-7,-4,-2,77
1.52308E+15,3,3,6,3,-6,7,2,4,22
1.52308E+15,10,28,8,-9,13,17,15,8,90
1.52308E+15,-21,-67,-23,-26,72,13,0,-7,-59
1.52308E+15,-2,3,4,-13,-42,-11,-5,-2,-68
1.52308E+15,3,-6,-6,12,-25,-6,0,10,-18
1.52308E+15,-11,-15,-10,11,37,-2,-2,-6,2
1.52308E+15,15,24,6,6,-13,9,0,-5,42
1.52308E+15,-13,7,13,36,22,-13,-9,-23,20
1.52308E+15,7,0,13,1,-26,0,-3,6,-2
1.52308E+15,5,0,-6,-9,-21,6,15,12,2
1.52308E+15,-1,7,-8,-11,4,-2,-7,1,-17
1.52308E+15,-1,-6,4,-74,-20,-4,-2,-8,-111
1.52308E+15,-3,-2,-14,-126,-38,-2,-4,-5,-194
1.52308E+15,3,3,-2,-102,27,0,8,10,-53
1.52308E+15,-6,-5,33,22,68,-5,-10,-14,83
1.52308E+15,14,13,4,-15,-38,26,14,20,38
1.52308E+15,-6,-16,-19,21,-38,5,-9,-5,-67
1.52308E+15,-5,4,11,67,51,-45,-25,-10,48
1.52308E+15,7,-6,-27,59,14,41,37,9,134
1.52308E+15,1,-1,-22,41,-57,-39,-9,-1,-87
1.52308E+15,-5,6,10,22,-5,12,1,1,42
1.52308E+15,-10,-20,-23,-19,0,5,2,0,-65
1.52308E+15,-12,-10,11,-14,62,-41,-26,-45,-75
1.52308E+15,18,69,44,-37,-5,18,7,-55,59
1.52308E+15,48,12,-4,30,-16,-18,4,91,147
1.52308E+15,-9,-5,12,20,39,6,-2,-37,24
1.52308E+15,0,-1,-27,7,-38,22,4,0,-33
1.52308E+15,-21,-34,-20,13,-4,-5,-1,-14,-86
1.52308E+15,-18,-6,12,-9,-3,-11,-9,-40,-84
1.52308E+15,8,8,-20,11,-27,5,4,16,5
1.52308E+15,5,17,34,-12,-11,12,5,20,70
1.52308E+15,0,-17,-8,-34,31,-7,-4,5,-34
1.52308E+15,0,11,11,-57,24,5,5,-8,-9
1.52308E+15,-3,-13,-9,48,-119,2,2,11,-81
1.52308E+15,-7,0,-37,-4,21,-26,-15,-19,-87
1.52308E+15,2,0,-1,44,42,11,7,23,128
1.52308E+15,2,17,46,1,-32,2,7,-4,39
1.52308E+15,-6,-3,1,8,52,15,0,-7,60
1.52308E+15,4,9,-8,-5,16,-10,-6,7,7
1.52308E+15,2,-15,-30,-8,7,14,3,13,-14
1.52308E+15,-4,-6,-16,-18,-14,2,5,-11,-62
1.52308E+15,-4,-17,-2,78,-34,-16,-8,-9,-12
1.52308E+15,9,20,16,-4,-15,0,2,9,37
1.52308E+15,15,-1,36,5,34,6,4,20,119
1.52308E+15,-56,-9,-2,-9,-13,-8,-2,-25,-124
1.52308E+15,27,16,-2,-67,-2,0,-10,2,-36
1.52308E+15,-13,-28,-23,29,11,-13,-11,-19,-67
1.52308E+15,7,-12,-29,11,5,11,10,10,13
1.52308E+15,15,3,15,8,3,0,0,-5,39
1.52308E+15,-13,0,10,1,2,-9,4,11,6
1.52308E+15,-19,12,22,-34,-28,-1,-18,-5,-71
1.52308E+15,75,-3,4,7,0,2,7,21,113
1.52308E+15,-108,-12,-26,1,0,-2,-4,-29,-180
1.52308E+15,59,13,3,-19,6,-3,-3,-8,48
1.52308E+15,17,11,0,-27,-7,16,23,18,51
1.52308E+15,-7,-1,3,23,-4,-18,3,0,-1
1.52308E+15,15,-9,-22,24,16,9,-18,-4,11
1.52308E+15,-26,-1,20,-6,-31,3,-12,-11,-64
1.52308E+15,9,6,5,-1,20,5,4,2,50
1.52308E+15,-16,-6,-13,-12,0,1,7,-5,-44
1.52308E+15,21,-10,-15,-12,-7,-8,5,6,-20
1.52308E+15,-11,9,9,-27,-15,-2,9,16,-12
1.52308E+15,5,-1,3,47,1,3,-5,-6,47
1.52308E+15,-29,-4,-2,-31,12,-11,-15,-13,-93
1.52308E+15,11,0,-8,10,9,-16,1,-17,-10
1.52308E+15,8,-5,7,34,-16,40,7,6,81
1.52308E+15,-21,6,-11,-10,-12,-23,10,14,-47
1.52308E+15,-76,-10,-1,-39,-10,-13,-38,-34,-221
1.52308E+15,49,13,11,-5,13,1,-8,-1,73
1.52308E+15,-12,-10,-19,-9,-7,-10,6,10,-51
1.52308E+15,22,-2,-10,-26,-2,3,6,3,-6
1.52308E+15,-8,5,7,-19,-12,2,4,3,-18
1.52308E+15,-8,-12,6,46,3,-13,-8,-2,12
1.52308E+15,47,4,-9,56,3,-9,-7,17,102
1.52308E+15,-100,-18,7,-14,15,28,23,-6,-65
1.52308E+15,91,23,27,-32,-6,-13,-21,-13,56
1.52308E+15,2,10,-10,-51,16,6,3,-5,-29
1.52308E+15,-6,-1,-1,-2,-1,-8,1,-9,-27
1.52308E+15,24,-12,-16,21,-35,-8,-12,9,-29
1.52308E+15,-24,-7,-3,11,13,-9,9,21,11
1.52308E+15,-7,5,-8,22,2,18,5,-1,36
1.52308E+15,-6,6,-1,-45,25,8,5,-2,-10
1.52308E+15,-6,5,28,-2,-24,5,-5,-5,-4
1.52308E+15,-5,-8,-7,0,5,-10,-4,-8,-37
1.52308E+15,15,2,-12,-72,-2,4,8,8,-49
1.52308E+15,-33,-16,23,42,109,3,-6,-14,108
1.52308E+15,22,-4,-12,-71,-89,-14,-5,1,-172
1.52308E+15,12,12,-3,-35,8,3,4,-1,0
1.52308E+15,0,8,-10,7,-67,-22,-7,-2,-93
1.52308E+15,-14,-7,-8,-26,-8,0,-2,-5,-70
1.52308E+15,10,2,4,-23,85,21,8,-2,105
1.52308E+15,-10,-9,-6,28,-64,-21,-9,-16,-107
1.52308E+15,4,-12,5,13,-2,3,3,22,36
1.52308E+15,-12,-5,2,-40,-26,-19,1,-23,-122
1.52308E+15,5,11,6,44,22,-10,-11,-34,33
1.52308E+15,5,3,-1,-2,9,15,8,50,87
1.52308E+15,0,-9,-5,3,21,7,9,4,30
1.52308E+15,8,-4,0,21,-9,6,0,37,59
1.52308E+15,1,1,-16,-31,-3,-2,-7,-11,-68
1.52308E+15,-22,-11,-5,59,8,5,3,-35,2
1.52308E+15,-2,8,14,72,-10,-9,-11,-15,47
1.52308E+15,1,-2,-9,18,-12,7,6,1,10
1.52308E+15,1,4,11,-32,-25,2,-4,-3,-46
1.52308E+15,-3,2,-2,-21,6,-9,-4,7,-24
1.52308E+15,6,-1,5,-32,71,3,-3,1,50
1.52308E+15,-6,4,-19,-16,-19,3,3,-5,-55
1.52308E+15,6,0,-10,25,-6,-10,-2,10,13
1.52308E+15,2,0,4,-47,13,8,6,3,-11
1.52308E+15,-4,-1,3,59,-14,-3,-7,-5,28
1.52308E+15,0,-8,-4,22,30,15,6,-10,51
1.52308E+15,3,4,-3,-14,1,-6,0,12,-3
1.52308E+15,-4,3,3,-1,-2,2,-2,0,-1
1.52308E+15,-2,-5,-11,-32,-10,0,2,-1,-59
1.52308E+15,-3,5,12,0,-15,-16,-4,0,-21
1.52308E+15,4,-5,-2,-33,1,-2,-8,-3,-48
1.52308E+15,-6,-10,-11,46,-80,11,3,-8,-55
1.52308E+15,-6,12,1,8,96,-6,-4,-3,98
1.52308E+15,-33,-7,-2,-17,-116,-24,-6,-60,-265
1.52308E+15,17,-7,-4,14,1,2,-4,-11,8
1.52308E+15,25,8,-8,-48,3,6,12,44,42
1.52308E+15,-1,-10,-4,-2,-19,6,-4,-31,-65
1.52308E+15,3,7,-1,65,18,6,2,3,103
1.52308E+15,-22,-4,-1,-12,20,-8,-8,-37,-72
1.52308E+15,-6,-31,-14,27,7,3,0,-14,-28
1.52308E+15,7,13,25,-65,-2,3,4,24,9
1.52308E+15,3,-17,-2,-86,15,5,-2,-5,-89
1.52308E+15,0,-22,-23,16,-34,-6,5,16,-48
1.52308E+15,-2,27,-6,-6,32,1,-2,11,55
1.52308E+15,-4,-4,9,-32,-27,1,1,1,-55
1.52308E+15,7,4,5,5,-5,-5,-2,4,13
1.52308E+15,3,14,14,38,16,5,2,10,102
1.52308E+15,-6,-14,2,7,17,-1,2,-1,6
1.52308E+15,-11,-8,-5,-5,-37,-10,-7,-20,-103
1.52308E+15,-17,11,-6,-13,13,5,0,-17,-24
1.52308E+15,14,-12,5,19,11,1,-2,-31,5
1.52308E+15,34,25,-7,-32,-68,7,18,77,54
1.52308E+15,-12,-6,-1,36,85,-9,-8,-28,57
1.52308E+15,-19,-5,-1,-3,-16,-6,-9,-46,-105
1.52308E+15,15,-1,7,17,-97,2,-2,-15,-74
1.52308E+15,-13,-20,24,38,75,3,-2,23,128
1.52308E+15,44,30,-30,-16,-36,0,15,81,88
1.52308E+15,10,6,-10,-21,-11,-3,1,79,51
1.52308E+15,-23,-5,-12,-24,28,13,4,-37,-56
1.52308E+15,-18,2,9,4,-38,-11,-13,-71,-136
1.52308E+15,-11,-19,3,20,-2,3,-6,-28,-40
1.52308E+15,-6,-1,-1,-9,41,3,-5,-24,-2
1.52308E+15,4,20,6,-2,-18,-11,-3,19,15
1.52308E+15,-6,-5,-1,-8,30,2,-1,-12,-1
1.52308E+15,-7,-7,-4,8,-16,-1,2,-13,-38
1.52308E+15,13,11,12,-9,-26,4,0,8,13
1.52308E+15,2,-8,-9,-12,16,-56,-24,19,-72
1.52308E+15,-6,-2,-8,6,20,83,24,-7,110
1.52308E+15,-2,-3,2,-1,76,-7,1,-4,62
1.52308E+15,16,5,7,14,-61,-4,0,8,-15
1.52308E+15,-7,-1,-6,-8,-46,3,3,21,-41
1.52308E+15,-10,-1,0,-11,-3,-37,-21,-27,-110
1.52308E+15,2,1,1,0,12,21,1,-3,35
1.52308E+15,8,6,7,-14,-45,1,12,12,-13
1.52308E+15,-5,3,-11,9,71,16,0,4,87
1.52308E+15,-1,-9,9,84,-104,-44,-12,-12,-89
1.52308E+15,-1,-6,-3,17,-48,15,5,3,-18
1.52308E+15,-1,-1,-3,-37,-21,-5,-2,1,-69
1.52308E+15,-1,8,16,32,94,40,9,6,204
1.52308E+15,9,6,-1,6,-67,-20,3,-2,-66
1.52308E+15,-6,-9,6,16,-42,-5,-4,-1,-45
1.52308E+15,0,3,0,-40,8,-1,-4,-3,-37
1.52308E+15,3,5,-3,-28,-11,15,7,10,-2
1.52308E+15,-4,-2,0,-15,46,1,0,-8,18
1.52308E+15,0,-3,-1,11,-19,-9,-3,-3,-27
1.52308E+15,0,-3,-13,0,30,12,2,0,28
1.52308E+15,5,0,4,6,-24,-6,1,6,-8
1.52308E+15,-7,0,-4,-4,11,-13,-8,-6,-31
1.52308E+15,-1,0,-2,-24,-83,-7,-3,-6,-126
1.52308E+15,2,-3,1,2,56,6,3,1,68
1.52308E+15,0,-6,-1,26,9,-5,0,3,26
1.52308E+15,1,-3,1,-9,10,1,-4,-3,-6
1.52308E+15,-8,32,2,11,-53,1,2,-1,-14
1.52308E+15,-2,-11,15,15,-7,21,0,0,31
1.52308E+15,5,-15,-1,-8,-45,-29,1,4,-88
1.52308E+15,-32,3,-41,-45,-22,11,-1,-39,-166
1.52308E+15,31,11,28,50,10,-5,-5,2,122
1.52308E+15,0,7,-8,-8,-7,-3,3,42,26
1.52308E+15,-6,4,-1,-19,1,-1,-3,-6,-31
1.52308E+15,4,-4,-1,-17,28,3,0,2,15
1.52308E+15,-17,-18,-17,-18,-17,-4,-2,-29,-122
1.52308E+15,-3,-2,-6,13,37,-20,-7,-16,-4
1.52308E+15,7,4,2,-8,-13,12,4,10,18
1.52308E+15,-1,-5,1,-6,21,-2,0,-3,5
1.52308E+15,-3,-5,-5,-10,6,-4,-1,6,-16
1.52308E+15,2,-1,2,0,-1,-1,-3,-3,-5
1.52308E+15,-10,1,5,15,-5,-11,-9,-6,-20
1.52308E+15,10,-3,-5,5,13,12,14,11,57
1.52308E+15,-2,-4,5,-12,16,3,1,6,13
1.52308E+15,2,-3,-12,-30,-19,-16,-7,-3,-88
1.52308E+15,-6,2,-4,7,-50,-2,-2,-11,-66
1.52308E+15,3,3,7,5,27,-4,-4,3,40
1.52308E+15,0,-4,-8,-15,-3,3,0,7,-20
1.52308E+15,-4,-5,11,35,18,2,2,-10,49
1.52308E+15,-3,3,1,-11,-16,-4,-2,-3,-35
1.52308E+15,7,3,9,-5,9,1,-1,8,31
1.52308E+15,-3,-4,-6,-5,14,3,-1,0,-2
1.52308E+15,0,-2,-14,6,-11,-1,2,-6,-26
1.52308E+15,-3,-2,-6,6,-8,0,-4,1,-16
1.52308E+15,7,-3,-8,-9,2,-5,4,11,-1
1.52308E+15,-7,-4,-5,-3,3,-5,-7,-9,-37
1.52308E+15,-1,6,8,3,-8,3,4,-3,12
1.52308E+15,5,-2,-1,-7,14,11,6,8,34
1.52308E+15,-4,1,6,-6,-2,-9,-6,-6,-26
1.52308E+15,3,-1,-6,-14,-6,-3,-4,2,-29
1.52308E+15,0,-3,-4,10,1,2,0,-1,5
1.52308E+15,-1,0,2,0,12,-2,1,-4,8
1.52308E+15,-4,1,4,4,-5,4,-3,-3,-2
1.52308E+15,-1,-6,-1,-7,-12,-6,-2,4,-31
1.52308E+15,-3,-1,-2,3,12,-6,-8,-5,-10
1.52308E+15,-3,0,-5,1,18,-15,-1,1,-4
1.52308E+15,-1,2,6,4,7,50,21,1,90
1.52308E+15,3,-4,-5,-8,-12,6,9,6,-5
1.52308E+15,-4,0,-2,-6,-3,-12,-7,-5,-39
1.52308E+15,-1,-2,-7,-7,-1,-38,-19,3,-72
1.52308E+15,0,4,8,26,11,62,31,2,144
1.52308E+15,-2,-1,3,6,35,-7,-3,-3,28
1.52308E+15,-15,-4,1,6,3,4,-6,-31,-42
1.52308E+15,-5,-2,-6,-5,1,-6,0,-38,-61
1.52308E+15,27,5,-1,-7,-9,-25,-8,61,43
1.52308E+15,-2,-3,-3,-13,-14,10,4,-5,-26
1.52308E+15,-1,-4,-3,1,2,-1,1,-14,-19
1.52308E+15,6,8,3,7,11,2,0,37,74
1.52308E+15,-13,-7,-13,-12,-22,-17,-13,-36,-133
1.52308E+15,1,-3,-2,4,3,-6,-4,3,-4
1.52308E+15,-2,1,-3,-24,-6,-4,2,-7,-43
1.52308E+15,-3,-1,2,-5,-6,14,8,-5,4
1.52308E+15,-1,-3,-1,-26,-3,-14,-7,4,-51
1.52308E+15,-2,1,1,27,-15,-9,-2,7,8
1.52308E+15,-2,-2,-4,8,4,-19,-17,-2,-34
1.52308E+15,4,1,-1,-14,-2,58,30,10,86
1.52308E+15,1,1,1,-17,6,-28,-16,0,-52
1.52308E+15,-7,-3,-5,-1,3,-10,-3,-18,-44
1.52308E+15,0,-5,-4,42,8,18,0,7,66
1.52308E+15,7,-3,-4,-16,-8,-10,-5,13,-26
1.52308E+15,-8,-3,-2,-8,-21,-18,-10,-17,-87
1.52308E+15,-2,4,8,-14,-16,-2,-2,-3,-27
1.52308E+15,7,0,-6,-9,-8,0,4,18,6
1.52308E+15,2,-5,-5,9,13,6,6,6,32
1.52308E+15,-7,-2,0,8,0,-1,-1,-13,-16
1.52308E+15,2,1,0,1,0,-6,-3,1,-4
1.52308E+15,1,2,2,-6,-2,-2,0,8,3
1.52308E+15,-9,1,4,10,-11,-32,-16,-20,-73
1.52308E+15,5,-2,1,11,26,36,10,5,92
1.52308E+15,4,3,-1,-16,-11,18,12,5,14
1.52308E+15,1,-1,2,-4,3,-6,1,1,-3
1.52308E+15,-3,-1,0,-1,-9,-7,-5,-5,-31
1.52308E+15,-7,2,0,7,-18,-31,-14,-10,-71
1.52308E+15,-3,1,2,-7,-3,-4,-8,-2,-24
1.52308E+15,5,-2,-2,10,16,18,16,7,68
1.52308E+15,0,-3,-5,4,-12,6,-7,0,-17
1.52308E+15,-1,-1,-3,1,17,-31,-9,1,-26
1.52308E+15,-2,-2,-2,-13,-15,-18,-4,-4,-60
1.52308E+15,-2,4,9,32,3,63,25,5,139
1.52308E+15,1,-4,0,-26,-27,-86,-22,0,-164
1.52308E+15,1,1,6,25,62,39,25,3,162
1.52308E+15,-3,0,-6,-21,26,-20,-1,-1,-26
1.52308E+15,-3,-1,0,-1,-11,-30,-24,-7,-77
1.52308E+15,2,-2,-2,24,-2,16,17,4,57
1.52308E+15,-4,-2,-1,-1,-32,3,-8,-6,-51
1.52308E+15,-6,-5,-4,22,1,-105,-35,-8,-140
1.52308E+15,6,7,7,14,-53,73,39,11,104
1.52308E+15,-3,-3,-3,6,89,62,28,-1,175
1.52308E+15,-1,-1,-2,-14,-2,-54,-9,-3,-86
1.52308E+15,3,2,2,3,-13,14,6,6,23
1.52308E+15,-3,-4,-8,-23,-20,-86,-35,-6,-185
1.52308E+15,-3,-3,-2,13,-19,27,-6,-4,3
1.52308E+15,-2,1,2,9,-43,-16,5,-1,-45
1.52308E+15,-2,-2,-1,2,53,35,-5,-3,77
1.52308E+15,4,0,-7,-24,-15,9,10,7,-16
1.52308E+15,-2,2,2,-3,-4,-9,-5,-3,-22
1.52308E+15,-2,-2,-1,21,2,-5,-9,-3,1
1.52308E+15,1,1,2,-4,-24,8,1,-2,-17
1.52308E+15,0,-4,2,6,28,-4,-2,-1,25
1.52308E+15,-2,1,1,5,-8,8,2,0,7
1.52308E+15,-5,0,-4,-25,-11,-27,-20,-10,-102
1.52308E+15,8,-4,-4,29,13,37,18,11,108
1.52308E+15,0,0,-1,-18,36,-1,-1,1,16
1.52308E+15,-5,-7,-17,-6,-97,-41,-18,-8,-199
1.52308E+15,1,1,2,-14,5,14,5,0,14
1.52308E+15,-2,5,6,2,-2,7,5,0,21
1.52308E+15,-2,-2,8,0,41,-17,-6,0,22
1.52308E+15,-1,3,4,8,22,0,-3,-4,29
1.52308E+15,3,-1,-7,-15,-8,6,2,4,-16
1.52308E+15,1,-3,-4,-17,-20,21,5,1,-16
1.52308E+15,1,1,-5,0,-10,-18,-2,-1,-34
1.52308E+15,-2,0,1,4,5,-5,-4,-3,-4
